game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg
6,2,0,1,2,0,4,3,1,3,0,0,3,2,0,2.4038461538461537,2.951923076923077,3.1511627906976742,2.7093023255813953
5,4,0,1,3,0,2,1,0,0,1,1,1,3,0,2.8488372093023258,2.953488372093023,2.125,2.5
3,2,0,7,2,1,4,3,0,2,6,0,1,2,0,2.5517241379310347,2.6436781609195403,2.8205128205128207,2.9615384615384617
1,2,0,1,2,1,4,1,1,3,2,0,2,5,0,2.411764705882353,2.7058823529411766,2.9176470588235293,2.8941176470588235
1,7,0,1,0,0,3,1,0,4,3,0,1,4,1,2.848101265822785,2.5569620253164556,2.7721518987341773,3.5443037974683542
4,3,0,3,5,0,3,5,0,4,1,1,0,4,0,3.2625,2.8,2.6436781609195403,2.5517241379310347
1,5,0,5,3,1,2,1,1,1,8,0,2,4,0,2.90625,3.0416666666666665,2.7790697674418605,2.488372093023256
2,1,1,2,4,0,2,1,0,1,4,0,3,4,0,2.8941176470588235,2.9176470588235293,2.7058823529411766,2.411764705882353
3,5,0,4,2,0,4,3,0,3,5,1,4,1,0,3.2625,2.3625,2.3125,3.05
2,3,0,4,2,0,4,3,0,3,5,1,3,1,1,2.7216494845360826,2.9690721649484537,3.1818181818181817,2.875
2,3,0,2,6,0,3,2,0,4,0,0,4,5,0,2.4065934065934065,2.659340659340659,2.607594936708861,3.037974683544304
5,3,0,6,3,0,2,5,0,3,2,0,2,1,0,2.848101265822785,2.9367088607594938,2.3846153846153846,2.8461538461538463
4,7,0,6,2,0,1,2,0,4,1,0,3,0,0,2.3173076923076925,3.0865384615384617,2.6582278481012658,3.1772151898734178
4,3,0,2,3,1,5,0,1,2,4,0,3,1,0,3.5443037974683542,2.7721518987341773,2.7974683544303796,2.8354430379746836
2,4,0,1,4,0,2,4,0,7,2,1,3,1,1,2.8734177215189876,3.0632911392405062,3.1511627906976742,2.7093023255813953
2,1,0,3,4,0,5,0,0,3,2,1,4,7,1,2.411764705882353,2.7058823529411766,3.1818181818181817,2.875
4,3,0,2,3,0,3,2,1,1,0,0,1,2,1,2.9615384615384617,2.8205128205128207,2.953488372093023,2.8488372093023258
2,5,0,0,3,0,2,5,0,5,4,1,3,2,0,2.8354430379746836,2.7974683544303796,2.9690721649484537,2.7216494845360826
2,4,0,2,3,1,2,5,0,1,2,0,1,2,0,2.8461538461538463,2.3846153846153846,2.7790697674418605,2.488372093023256
5,4,0,2,4,0,4,5,0,1,4,1,2,3,1,3.037974683544304,2.607594936708861,2.793103448275862,2.3908045977011496
0,5,1,7,4,0,4,3,0,2,1,0,1,4,1,3.2625,2.3625,3.1511627906976742,2.7093023255813953
1,4,0,3,2,1,3,6,0,3,5,0,2,1,0,2.5517241379310347,2.6436781609195403,2.776470588235294,2.4235294117647057
2,6,0,2,5,0,3,2,0,4,2,1,3,6,1,3.2625,2.8,3.0865384615384617,2.3173076923076925
3,2,1,0,4,0,4,3,0,4,1,1,4,3,0,2.4065934065934065,2.659340659340659,2.6582278481012658,3.1772151898734178
4,3,0,1,2,0,2,1,1,4,6,0,3,6,0,2.90625,3.0416666666666665,2.125,2.5
3,2,0,0,4,0,3,6,1,5,4,0,2,1,1,2.848101265822785,2.5569620253164556,2.9367088607594938,2.848101265822785
1,3,1,1,2,0,0,3,0,6,4,1,4,1,0,2.9615384615384617,2.8205128205128207,2.607594936708861,3.037974683544304
0,4,0,1,2,0,2,1,1,4,5,0,0,5,0,2.8941176470588235,2.9176470588235293,3.1818181818181817,2.875
2,5,0,2,5,0,4,3,0,1,2,0,2,3,0,3.5443037974683542,2.7721518987341773,2.9690721649484537,2.7216494845360826
3,0,0,4,3,0,4,2,1,6,2,0,4,1,0,2.4038461538461537,2.951923076923077,2.3125,3.05
2,3,0,1,2,0,4,3,1,3,1,0,3,2,1,2.5517241379310347,2.6436781609195403,3.0865384615384617,2.3173076923076925
1,2,1,2,5,0,2,5,0,3,1,0,3,2,1,2.8461538461538463,2.3846153846153846,2.125,2.5
1,4,0,4,2,0,3,2,1,3,1,0,3,2,0,2.8354430379746836,2.7974683544303796,2.3625,3.2625
3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,2.488372093023256,2.7790697674418605,2.8,3.2625
3,4,0,2,3,0,2,6,1,3,1,1,2,4,0,3.1772151898734178,2.6582278481012658,3.0632911392405062,2.8734177215189876
5,1,1,2,3,0,2,1,0,8,1,0,2,5,0,2.802197802197802,3.076923076923077,2.8205128205128207,2.9615384615384617
4,0,0,3,1,0,0,5,0,0,1,0,2,1,1,2.848101265822785,2.9367088607594938,2.7058823529411766,2.411764705882353
6,2,0,3,7,0,2,0,1,6,2,0,3,1,0,2.90625,3.0416666666666665,2.607594936708861,3.037974683544304
2,1,0,1,3,0,0,4,1,3,2,0,3,1,1,2.4065934065934065,2.659340659340659,2.3625,3.2625
1,3,0,5,4,0,2,1,1,4,3,0,1,3,0,2.8354430379746836,2.7974683544303796,2.7058823529411766,2.411764705882353
4,3,0,0,1,0,3,0,1,0,3,1,1,6,0,2.8461538461538463,2.3846153846153846,2.776470588235294,2.4235294117647057
3,6,0,2,3,0,3,4,0,2,1,1,5,2,1,2.7216494845360826,2.9690721649484537,3.1511627906976742,2.7093023255813953
5,3,0,2,3,1,2,7,0,0,4,0,6,2,1,2.9615384615384617,2.8205128205128207,2.6436781609195403,2.5517241379310347
3,6,0,4,1,0,1,2,0,1,4,0,3,0,0,2.5,2.125,2.6582278481012658,3.1772151898734178
1,2,0,1,5,0,1,2,0,1,4,1,5,2,1,2.848101265822785,2.5569620253164556,2.659340659340659,2.4065934065934065
4,2,0,7,6,1,3,2,1,2,6,0,3,4,0,2.8488372093023258,2.953488372093023,3.0865384615384617,2.3173076923076925
1,3,0,0,6,0,0,1,0,2,4,0,4,3,1,3.5443037974683542,2.7721518987341773,2.951923076923077,2.4038461538461537
3,6,0,4,7,0,4,1,0,1,6,0,4,2,0,3.2625,2.8,3.076923076923077,2.802197802197802
2,1,0,1,4,1,5,4,1,2,3,0,4,2,1,2.875,3.1818181818181817,3.0632911392405062,2.8734177215189876
2,5,0,4,1,0,6,1,0,0,1,0,3,2,0,2.488372093023256,2.7790697674418605,2.9367088607594938,2.848101265822785
5,3,0,4,3,0,1,5,0,5,2,1,3,2,1,2.802197802197802,3.076923076923077,2.6436781609195403,2.5517241379310347
4,1,1,3,2,0,1,4,0,4,2,1,2,1,1,2.848101265822785,2.5569620253164556,2.3625,3.2625
1,4,1,2,3,0,2,1,1,1,4,0,2,1,0,2.8941176470588235,2.9176470588235293,3.1511627906976742,2.7093023255813953
0,7,0,5,3,0,1,2,1,4,1,0,0,6,1,2.3908045977011496,2.793103448275862,2.776470588235294,2.4235294117647057
3,2,0,2,3,0,2,4,0,1,6,1,3,6,0,2.3173076923076925,3.0865384615384617,3.1818181818181817,2.875
2,5,1,2,3,1,3,2,0,2,0,1,2,3,0,3.2625,2.8,2.125,2.5
1,4,0,5,6,0,1,3,0,2,1,0,1,4,0,2.8354430379746836,2.7974683544303796,2.607594936708861,3.037974683544304
1,4,0,1,3,0,2,3,1,3,1,0,0,6,1,2.848101265822785,2.9367088607594938,3.0632911392405062,2.8734177215189876
2,3,1,7,0,1,1,4,0,5,2,0,3,0,0,2.4235294117647057,2.776470588235294,3.076923076923077,2.802197802197802
4,6,0,5,2,1,2,1,1,1,3,0,5,1,0,2.488372093023256,2.7790697674418605,2.3125,3.05
2,4,0,4,5,1,2,4,0,0,5,0,4,0,0,3.1772151898734178,2.6582278481012658,2.953488372093023,2.8488372093023258
5,2,0,2,1,0,3,2,0,0,2,0,3,2,1,2.5,2.125,2.8,3.2625
1,2,1,6,0,1,3,4,1,3,2,0,3,2,1,2.8461538461538463,2.3846153846153846,3.0416666666666665,2.90625
2,3,0,1,3,0,2,0,0,3,2,0,1,2,1,2.411764705882353,2.7058823529411766,3.1511627906976742,2.7093023255813953
2,1,0,0,6,0,4,3,0,2,3,1,2,3,0,2.90625,3.0416666666666665,2.3846153846153846,2.8461538461538463
2,1,0,4,5,1,3,4,1,1,6,0,2,4,0,2.7216494845360826,2.9690721649484537,2.951923076923077,2.4038461538461537
4,5,0,2,1,1,1,3,0,3,0,0,3,2,0,2.5517241379310347,2.6436781609195403,2.7790697674418605,2.488372093023256
1,3,0,5,1,0,3,2,1,4,5,0,2,4,0,2.8488372093023258,2.953488372093023,2.793103448275862,2.3908045977011496
1,5,1,2,3,0,3,1,0,3,2,0,4,3,1,3.5443037974683542,2.7721518987341773,2.3625,3.2625
2,3,1,3,1,0,0,3,0,3,0,0,1,3,0,2.848101265822785,2.5569620253164556,3.0632911392405062,2.8734177215189876
4,5,0,8,1,1,1,4,0,1,4,0,5,2,0,3.1772151898734178,2.6582278481012658,2.9367088607594938,2.848101265822785
5,2,1,1,4,1,4,1,0,0,3,0,3,4,0,2.875,3.1818181818181817,2.659340659340659,2.4065934065934065
1,7,0,1,2,0,3,2,1,0,4,1,3,4,0,3.05,2.3125,2.8205128205128207,2.9615384615384617
5,6,0,3,2,0,4,7,0,1,6,0,2,5,0,2.8941176470588235,2.9176470588235293,2.607594936708861,3.037974683544304
0,3,0,1,4,0,3,0,0,4,1,0,1,3,1,2.848101265822785,2.5569620253164556,3.0416666666666665,2.90625
0,1,1,4,0,0,1,6,0,2,3,0,3,2,1,2.411764705882353,2.7058823529411766,2.9690721649484537,2.7216494845360826
2,3,1,3,0,1,5,0,1,2,4,0,3,1,0,3.5443037974683542,2.7721518987341773,2.7974683544303796,2.8354430379746836
4,0,0,2,3,1,6,2,0,1,3,0,6,3,0,3.2625,2.3625,2.659340659340659,2.4065934065934065
1,2,0,3,2,1,4,1,0,3,2,0,7,3,0,2.4038461538461537,2.951923076923077,2.6582278481012658,3.1772151898734178
3,1,0,4,1,0,0,2,0,1,3,1,4,3,0,2.4235294117647057,2.776470588235294,2.7790697674418605,2.488372093023256
1,0,0,3,1,1,3,2,0,3,5,0,3,2,1,2.8734177215189876,3.0632911392405062,2.659340659340659,2.4065934065934065
3,5,0,2,5,1,4,3,0,5,3,0,1,5,0,2.8488372093023258,2.953488372093023,2.8,3.2625
7,3,0,5,1,0,2,5,0,4,1,0,3,2,1,2.3908045977011496,2.793103448275862,2.9367088607594938,2.848101265822785
2,1,1,3,2,1,2,3,0,5,3,0,4,3,0,2.9615384615384617,2.8205128205128207,2.3846153846153846,2.8461538461538463
3,4,0,2,5,0,1,5,0,1,4,0,4,3,0,2.8941176470588235,2.9176470588235293,2.6436781609195403,2.5517241379310347
1,4,0,2,6,0,1,3,0,2,3,0,6,2,0,2.875,3.1818181818181817,3.0416666666666665,2.90625
2,1,0,2,3,0,5,3,0,0,1,0,3,2,0,3.5443037974683542,2.7721518987341773,2.125,2.5
1,4,0,5,2,0,3,4,0,2,4,0,1,2,0,3.2625,2.3625,2.5569620253164556,2.848101265822785
0,8,0,4,1,0,1,4,0,2,1,0,1,5,0,3.037974683544304,2.607594936708861,3.0865384615384617,2.3173076923076925
3,1,0,3,1,0,1,6,0,1,3,0,3,2,1,2.411764705882353,2.7058823529411766,2.3846153846153846,2.8461538461538463
4,1,0,3,1,0,4,2,0,3,1,0,1,3,0,2.7216494845360826,2.9690721649484537,2.6436781609195403,2.5517241379310347
4,3,0,1,2,0,4,1,1,1,5,0,2,4,0,2.9615384615384617,2.8205128205128207,2.776470588235294,2.4235294117647057
2,3,0,2,3,0,2,1,0,1,4,0,2,1,0,2.8354430379746836,2.7974683544303796,2.3125,3.05
1,3,0,5,1,1,0,3,1,3,1,0,2,3,0,2.4038461538461537,2.951923076923077,2.659340659340659,2.4065934065934065
3,2,1,6,2,0,1,3,0,2,1,0,1,4,0,2.8734177215189876,3.0632911392405062,2.6582278481012658,3.1772151898734178
3,2,0,3,1,0,2,3,1,1,0,0,3,5,0,2.3908045977011496,2.793103448275862,2.7790697674418605,2.488372093023256
6,3,1,4,3,1,2,3,0,4,3,0,2,3,0,3.5443037974683542,2.7721518987341773,2.9367088607594938,2.848101265822785
3,2,0,5,4,0,2,3,0,5,0,1,3,2,0,2.7093023255813953,3.1511627906976742,2.8,3.2625
6,3,1,6,3,0,2,3,0,2,4,0,3,4,0,3.2625,2.3625,2.6582278481012658,3.1772151898734178
1,2,0,4,7,0,4,2,0,4,2,0,2,1,0,2.848101265822785,2.5569620253164556,2.125,2.5
2,3,0,3,2,0,2,3,1,0,5,0,7,1,0,2.8488372093023258,2.953488372093023,3.1818181818181817,2.875
3,2,0,6,2,0,2,6,0,3,2,0,5,2,1,2.8941176470588235,2.9176470588235293,3.076923076923077,2.802197802197802
1,4,0,3,0,0,4,0,0,3,0,0,1,4,0,2.411764705882353,2.7058823529411766,2.6436781609195403,2.5517241379310347
2,3,0,5,7,0,3,4,0,3,5,1,3,4,0,2.848101265822785,2.9367088607594938,3.1511627906976742,2.7093023255813953
4,5,1,3,5,0,4,0,1,6,1,0,3,1,0,3.2625,2.3625,3.0632911392405062,2.8734177215189876
2,1,0,5,3,1,3,2,0,3,4,0,4,3,0,2.90625,3.0416666666666665,2.776470588235294,2.4235294117647057
2,1,0,2,1,0,4,2,0,2,6,0,2,3,0,2.7216494845360826,2.9690721649484537,2.3846153846153846,2.8461538461538463
4,1,1,2,3,0,4,5,0,5,3,1,1,3,0,2.9615384615384617,2.8205128205128207,2.7790697674418605,2.488372093023256
0,2,0,3,2,1,3,2,0,2,1,1,5,3,0,2.3908045977011496,2.793103448275862,2.3125,3.05
5,6,0,5,2,0,6,2,0,5,4,0,3,2,0,2.8354430379746836,2.7974683544303796,2.8,3.2625
7,0,0,2,1,0,2,3,0,6,4,0,4,2,0,2.3173076923076925,3.0865384615384617,2.607594936708861,3.037974683544304
5,4,0,3,2,0,4,0,0,4,3,0,3,2,0,2.4065934065934065,2.659340659340659,2.953488372093023,2.8488372093023258
2,3,0,2,3,0,5,1,0,3,4,1,4,3,0,2.4038461538461537,2.951923076923077,3.0632911392405062,2.8734177215189876
5,4,1,2,5,0,5,4,0,1,3,0,0,3,1,3.5443037974683542,2.7721518987341773,3.1818181818181817,2.875
3,2,0,2,3,1,6,2,1,2,1,0,1,2,0,2.8941176470588235,2.9176470588235293,2.5569620253164556,2.848101265822785
0,3,0,1,0,1,2,4,0,4,3,1,2,5,0,2.8461538461538463,2.3846153846153846,2.793103448275862,2.3908045977011496
7,3,0,3,2,1,2,5,0,4,0,0,2,1,0,3.05,2.3125,3.0416666666666665,2.90625
4,3,0,2,1,0,7,0,1,3,4,1,2,1,0,2.4235294117647057,2.776470588235294,2.607594936708861,3.037974683544304
3,2,0,4,7,1,5,3,0,2,1,0,2,4,1,2.488372093023256,2.7790697674418605,3.0865384615384617,2.3173076923076925
1,2,0,0,10,0,4,1,0,0,3,0,2,6,0,2.5517241379310347,2.6436781609195403,2.6582278481012658,3.1772151898734178
3,4,1,2,3,0,1,3,0,10,3,0,3,5,1,2.848101265822785,2.9367088607594938,3.1818181818181817,2.875
2,1,1,2,4,0,2,1,0,1,4,0,3,4,0,2.8941176470588235,2.9176470588235293,2.7058823529411766,2.411764705882353
3,0,0,3,2,0,3,2,0,4,2,1,3,4,0,2.4038461538461537,2.951923076923077,2.7721518987341773,3.5443037974683542
4,3,1,4,5,0,3,4,0,0,1,0,3,0,0,2.7216494845360826,2.9690721649484537,2.5569620253164556,2.848101265822785
2,5,0,3,1,0,4,1,0,4,3,0,5,6,0,2.8734177215189876,3.0632911392405062,2.8205128205128207,2.9615384615384617
3,1,1,4,3,0,2,4,0,4,1,0,5,3,0,3.037974683544304,2.607594936708861,2.125,2.5
5,2,0,1,4,0,2,1,1,5,1,1,3,4,0,3.2625,2.8,3.0416666666666665,2.90625
7,3,0,1,4,0,1,2,0,1,3,0,1,7,0,3.2625,2.3625,2.8205128205128207,2.9615384615384617
5,3,0,3,6,0,2,5,1,2,7,0,4,3,1,2.8488372093023258,2.953488372093023,3.076923076923077,2.802197802197802
1,3,0,2,0,1,2,3,0,2,3,1,1,2,0,3.05,2.3125,2.793103448275862,2.3908045977011496
3,2,0,2,3,1,5,2,1,3,4,0,4,0,0,2.411764705882353,2.7058823529411766,2.5569620253164556,2.848101265822785
4,2,1,9,1,0,5,6,1,2,6,0,2,3,0,2.8734177215189876,3.0632911392405062,2.7721518987341773,3.5443037974683542
7,5,0,3,2,0,2,0,1,4,1,0,3,2,0,2.5517241379310347,2.6436781609195403,2.951923076923077,2.4038461538461537
1,2,1,2,1,1,1,0,0,2,3,0,2,3,0,2.5,2.125,2.3125,3.05
1,2,1,3,5,0,4,2,0,3,4,1,3,4,0,2.4235294117647057,2.776470588235294,3.0416666666666665,2.90625
3,4,0,4,7,0,5,1,1,1,2,0,9,3,1,2.848101265822785,2.9367088607594938,2.9176470588235293,2.8941176470588235
4,0,1,4,3,0,1,4,0,3,4,1,5,2,0,3.1772151898734178,2.6582278481012658,2.659340659340659,2.4065934065934065
1,4,0,1,2,0,2,3,0,0,5,0,4,5,0,3.2625,2.8,3.1511627906976742,2.7093023255813953
3,1,0,2,1,1,4,0,1,3,2,0,7,3,0,2.3173076923076925,3.0865384615384617,2.3846153846153846,2.8461538461538463
4,1,0,5,2,0,4,5,0,3,4,0,2,3,1,2.7216494845360826,2.9690721649484537,2.7974683544303796,2.8354430379746836
3,2,1,4,2,0,1,2,1,2,4,0,2,1,0,2.802197802197802,3.076923076923077,2.7790697674418605,2.488372093023256
4,2,0,5,4,1,1,7,0,4,1,0,3,2,0,2.3908045977011496,2.793103448275862,2.607594936708861,3.037974683544304
3,0,0,1,5,1,1,3,1,4,1,0,5,3,0,2.5,2.125,2.6436781609195403,2.5517241379310347
2,6,0,3,4,1,2,3,1,4,2,1,3,0,0,2.8488372093023258,2.953488372093023,2.3846153846153846,2.8461538461538463
3,4,1,5,1,0,2,3,1,3,4,0,2,6,0,3.2625,2.3625,2.7721518987341773,3.5443037974683542
1,2,0,1,2,0,2,3,0,3,2,0,3,4,0,3.1772151898734178,2.6582278481012658,3.0865384615384617,2.3173076923076925
1,4,1,4,2,0,3,6,0,4,2,0,5,0,0,2.848101265822785,2.9367088607594938,2.9690721649484537,2.7216494845360826
3,2,0,2,4,0,2,6,1,1,2,0,4,7,0,3.05,2.3125,2.951923076923077,2.4038461538461537
3,2,0,3,6,1,2,3,0,2,3,0,1,0,1,2.8488372093023258,2.953488372093023,2.776470588235294,2.4235294117647057
3,0,1,4,1,1,4,5,0,4,1,0,2,3,0,2.4065934065934065,2.659340659340659,2.9176470588235293,2.8941176470588235
3,4,1,0,3,1,0,3,0,4,1,0,3,1,0,3.2625,2.8,2.7790697674418605,2.488372093023256
1,0,1,3,1,1,1,2,0,3,4,1,3,1,1,2.411764705882353,2.7058823529411766,2.7974683544303796,2.8354430379746836
6,1,1,6,2,0,5,4,0,5,3,1,0,4,0,2.8734177215189876,3.0632911392405062,2.3625,3.2625
1,2,0,1,5,0,0,4,0,7,8,1,2,3,1,2.802197802197802,3.076923076923077,3.0416666666666665,2.90625
3,4,1,1,0,1,0,3,0,3,0,0,4,1,0,2.4235294117647057,2.776470588235294,2.3846153846153846,2.8461538461538463
3,5,0,1,2,0,2,5,0,0,1,0,5,4,0,2.7093023255813953,3.1511627906976742,2.9690721649484537,2.7216494845360826
4,3,0,1,2,0,2,1,1,4,6,0,3,6,0,2.90625,3.0416666666666665,2.125,2.5
0,1,1,1,3,0,2,3,1,0,1,0,2,3,0,2.4065934065934065,2.659340659340659,3.0632911392405062,2.8734177215189876
1,2,0,2,3,0,4,5,1,5,2,0,5,2,0,2.3908045977011496,2.793103448275862,3.076923076923077,2.802197802197802
4,1,0,4,2,0,4,2,0,3,4,1,0,2,0,2.3173076923076925,3.0865384615384617,2.7058823529411766,2.411764705882353
3,2,0,2,4,1,1,4,0,4,3,0,0,4,0,2.8488372093023258,2.953488372093023,2.3125,3.05
2,5,0,2,5,0,4,3,0,1,2,0,2,3,0,3.5443037974683542,2.7721518987341773,2.9690721649484537,2.7216494845360826
2,5,0,2,5,0,4,3,1,3,1,0,3,2,1,2.8461538461538463,2.3846153846153846,2.125,2.5
1,2,0,2,0,0,3,2,0,0,1,0,3,2,0,2.4235294117647057,2.776470588235294,2.7974683544303796,2.8354430379746836
3,6,0,5,2,0,4,1,1,5,4,0,1,4,0,2.488372093023256,2.7790697674418605,3.1818181818181817,2.875
2,3,0,1,4,1,2,3,1,3,7,1,5,0,0,3.1772151898734178,2.6582278481012658,2.951923076923077,2.4038461538461537
3,4,1,2,3,0,3,1,0,3,0,1,4,6,0,3.037974683544304,2.607594936708861,2.8205128205128207,2.9615384615384617
3,4,1,5,3,1,4,2,0,1,4,0,1,2,0,2.5517241379310347,2.6436781609195403,2.8,3.2625
3,4,0,0,1,1,1,0,0,3,5,0,0,4,1,3.05,2.3125,3.0865384615384617,2.3173076923076925
2,5,0,5,4,0,4,2,0,1,3,0,1,3,1,2.848101265822785,2.5569620253164556,3.1511627906976742,2.7093023255813953
0,3,0,2,3,0,3,4,0,5,2,0,1,5,0,2.9615384615384617,2.8205128205128207,2.951923076923077,2.4038461538461537
5,4,0,0,3,0,3,1,0,4,5,1,5,4,0,3.2625,2.8,2.7974683544303796,2.8354430379746836
3,4,0,4,0,1,4,2,0,0,3,0,3,4,0,2.7216494845360826,2.9690721649484537,2.7721518987341773,3.5443037974683542
3,1,0,0,5,0,1,2,1,2,0,0,2,4,0,2.848101265822785,2.9367088607594938,2.776470588235294,2.4235294117647057
1,4,0,2,5,0,1,2,0,4,1,0,3,0,1,2.4065934065934065,2.659340659340659,3.1818181818181817,2.875
1,3,0,6,3,0,7,4,0,5,4,0,2,4,0,2.90625,3.0416666666666665,3.0632911392405062,2.8734177215189876
2,4,1,3,4,1,1,0,0,2,3,0,4,6,0,3.1772151898734178,2.6582278481012658,2.7058823529411766,2.411764705882353
1,4,0,5,1,1,2,5,0,2,3,0,3,1,0,2.5517241379310347,2.6436781609195403,3.076923076923077,2.802197802197802
2,5,0,6,3,0,0,6,0,3,4,0,3,0,0,2.8461538461538463,2.3846153846153846,3.0632911392405062,2.8734177215189876
3,2,1,1,3,0,6,5,0,1,2,0,1,2,1,2.7093023255813953,3.1511627906976742,2.9176470588235293,2.8941176470588235
3,4,0,4,5,0,1,3,0,3,4,1,1,0,0,2.5,2.125,2.7974683544303796,2.8354430379746836
5,7,0,2,1,0,0,3,1,1,2,1,2,3,0,2.802197802197802,3.076923076923077,3.0865384615384617,2.3173076923076925
0,2,0,2,3,0,1,2,1,6,2,1,3,1,1,2.8488372093023258,2.953488372093023,2.607594936708861,3.037974683544304
1,2,0,3,6,0,5,1,0,3,1,1,1,5,1,3.05,2.3125,2.7790697674418605,2.488372093023256
3,7,0,0,3,0,2,5,0,3,4,0,3,2,0,3.5443037974683542,2.7721518987341773,2.793103448275862,2.3908045977011496
2,3,0,1,3,0,3,5,1,3,2,0,3,4,1,2.8461538461538463,2.3846153846153846,2.8205128205128207,2.9615384615384617
2,3,1,5,2,0,1,0,0,3,2,1,5,0,0,2.488372093023256,2.7790697674418605,2.953488372093023,2.8488372093023258
2,1,0,0,3,1,5,1,0,3,1,0,1,4,1,2.5517241379310347,2.6436781609195403,2.125,2.5
2,5,0,4,1,0,0,5,1,2,3,0,7,4,0,2.875,3.1818181818181817,2.7058823529411766,2.411764705882353
0,4,0,2,4,0,2,3,0,4,3,0,5,1,0,3.1772151898734178,2.6582278481012658,3.0416666666666665,2.90625
2,5,1,4,3,0,6,1,0,3,2,0,3,2,0,2.7216494845360826,2.9690721649484537,2.3625,3.2625
3,2,0,2,1,0,1,2,1,0,2,0,0,3,1,2.4065934065934065,2.659340659340659,2.9367088607594938,2.848101265822785
3,5,0,5,3,0,1,2,0,1,4,0,1,2,0,2.848101265822785,2.5569620253164556,2.8,3.2625
1,2,0,2,3,0,3,5,1,2,6,0,1,4,0,3.037974683544304,2.607594936708861,2.951923076923077,2.4038461538461537
4,1,1,1,3,0,4,2,1,2,7,0,1,3,0,2.7093023255813953,3.1511627906976742,3.0632911392405062,2.8734177215189876
5,4,1,1,2,0,1,8,0,4,1,1,2,5,1,2.848101265822785,2.9367088607594938,2.6582278481012658,3.1772151898734178
6,2,0,4,3,0,2,4,0,2,1,1,3,4,0,2.8354430379746836,2.7974683544303796,2.9176470588235293,2.8941176470588235
1,4,0,3,4,0,1,3,1,2,3,0,4,3,0,2.3173076923076925,3.0865384615384617,2.6436781609195403,2.5517241379310347
1,2,0,3,5,0,2,3,0,5,1,0,3,2,0,3.037974683544304,2.607594936708861,2.7058823529411766,2.411764705882353
1,2,0,2,6,0,0,3,0,1,3,1,2,4,0,3.2625,2.3625,3.1818181818181817,2.875
5,4,0,4,0,0,0,4,0,4,1,0,2,4,0,3.5443037974683542,2.7721518987341773,3.076923076923077,2.802197802197802
5,2,0,0,2,0,1,5,0,3,2,1,5,1,1,2.4038461538461537,2.951923076923077,2.5569620253164556,2.848101265822785
0,1,1,2,3,1,4,2,0,3,2,0,2,5,0,3.05,2.3125,2.953488372093023,2.8488372093023258
1,4,0,1,10,0,1,3,0,3,6,0,2,3,0,2.488372093023256,2.7790697674418605,3.1511627906976742,2.7093023255813953
5,3,0,3,6,0,2,7,0,1,3,0,3,2,0,2.3908045977011496,2.793103448275862,2.659340659340659,2.4065934065934065
1,3,1,3,0,1,4,3,0,5,2,0,0,3,1,2.8734177215189876,3.0632911392405062,2.5569620253164556,2.848101265822785
1,3,0,2,5,0,1,0,0,1,3,1,3,2,0,2.5,2.125,2.776470588235294,2.4235294117647057
2,1,0,1,2,0,1,2,0,2,3,1,1,3,0,2.8354430379746836,2.7974683544303796,3.076923076923077,2.802197802197802
2,1,0,1,2,1,6,4,1,0,2,0,4,5,0,2.4038461538461537,2.951923076923077,3.1818181818181817,2.875
2,5,0,4,2,0,3,6,0,5,2,1,5,6,0,2.7216494845360826,2.9690721649484537,3.0416666666666665,2.90625
3,1,0,2,1,0,4,2,0,1,2,0,2,0,0,2.7093023255813953,3.1511627906976742,2.6436781609195403,2.5517241379310347
6,3,1,4,3,1,2,3,0,4,3,0,2,3,0,3.5443037974683542,2.7721518987341773,2.9367088607594938,2.848101265822785
4,2,0,4,6,0,3,4,0,2,6,0,2,0,1,2.4235294117647057,2.776470588235294,2.8,3.2625
1,2,1,3,5,0,4,1,0,4,5,0,2,4,0,2.8734177215189876,3.0632911392405062,3.1818181818181817,2.875
2,1,0,5,3,1,2,4,0,5,1,1,6,2,0,3.05,2.3125,2.3846153846153846,2.8461538461538463
2,3,0,2,1,0,2,6,0,1,3,0,4,2,0,3.037974683544304,2.607594936708861,2.953488372093023,2.8488372093023258
5,2,0,2,3,1,3,4,0,2,4,0,1,2,0,3.2625,2.3625,2.5569620253164556,2.848101265822785
0,4,0,4,3,0,3,4,1,4,1,1,4,3,0,2.4065934065934065,2.659340659340659,2.6582278481012658,3.1772151898734178
1,2,0,1,2,1,4,1,1,3,2,0,2,5,0,2.411764705882353,2.7058823529411766,2.9176470588235293,2.8941176470588235
0,2,0,4,1,0,3,2,0,1,2,0,5,3,0,2.8354430379746836,2.7974683544303796,2.659340659340659,2.4065934065934065
7,1,1,3,4,0,2,3,0,4,0,0,4,3,1,2.9615384615384617,2.8205128205128207,2.3125,3.05
3,2,0,0,3,1,1,5,0,5,0,0,2,7,0,2.5,2.125,2.793103448275862,2.3908045977011496
0,4,1,2,5,0,6,1,1,2,3,0,2,4,0,2.7216494845360826,2.9690721649484537,2.7058823529411766,2.411764705882353
2,3,1,7,0,1,1,4,0,5,2,0,3,0,0,2.4235294117647057,2.776470588235294,3.076923076923077,2.802197802197802
